--2017-05-05 02:00:02--  ftp://bks-speedtest-1.tele2.net/100MB.zip
           => ‘/dev/null’
Resolving bks-speedtest-1.tele2.net (bks-speedtest-1.tele2.net)... 90.130.74.113, 2a00:800:1010:9::2
Connecting to bks-speedtest-1.tele2.net (bks-speedtest-1.tele2.net)|90.130.74.113|:21... connected.
Logging in as anonymous ... Logged in!
==> SYST ... done.    ==> PWD ... done.
 77650K .......... .......... .......... .......... .......... 75%  146M 1s
 77700K .......... .......... .......... .......... .......... 75% 13.4M 1s
 77750K .......... .......... .......... .......... .......... 75%  377M 1s
 77800K .......... .......... .......... .......... .......... 76%  459M 1s
 77850K .......... .......... .......... .......... .......... 76%  457M 1s
 77900K .......... .......... .......... .......... .......... 76% 8.43M 1s
 77950K .......... .......... .......... .......... .......... 76%  144M 1s
 78000K .......... .......... .......... .......... .......... 76%  135M 1s
 78050K .......... .......... .......... .......... .......... 76%  150M 1s
 78100K .......... .......... .......... .......... .......... 76%  157M 1s
 78150K .......... .......... .......... .......... .......... 76%  145M 1s
 78200K .......... .......... .......... .......... .......... 76%  162M 1s
 78250K .......... .......... .......... .......... .......... 76%  141M 1s
 78300K .......... .......... .......... .......... .......... 76%  153M 1s
 78350K .......... .......... .......... .......... .......... 76%  156M 1s
 78400K .......... .......... .......... .......... .......... 76%  167M 1s
 78450K .......... .......... .......... .......... .......... 76%  176M 1s
 78500K .......... .......... .......... .......... .......... 76%  140M 1s
 78550K .......... .......... .......... .......... .......... 76%  185M 1s
 78600K .......... .......... .......... .......... .......... 76% 6.07M 1s
 78650K .......... .......... .......... .......... .......... 76%  367M 1s
 78700K .......... .......... .......... .......... .......... 76% 14.1M 1s
 78750K .......... .......... .......... .......... .......... 76%  151M 1s
 78800K .......... .......... .......... .......... .......... 77%  175M 1s
 78850K .......... .......... .......... .......... .......... 77%  144M 1s
 78900K .......... .......... .......... .......... .......... 77% 10.0M 1s
 78950K .......... .......... .......... .......... .......... 77%  133M 1s
 79000K .......... .......... .......... .......... .......... 77%  138M 1s
 79050K .......... .......... .......... .......... .......... 77%  157M 1s
 79100K .......... .......... .......... .......... .......... 77%  113M 1s
 79150K .......... .......... .......... .......... .......... 77% 13.7M 1s
 79200K .......... .......... .......... .......... .......... 77%  254M 1s
 79250K .......... .......... .......... .......... .......... 77%  366M 1s
 79300K .......... .......... .......... .......... .......... 77%  395M 1s
 79350K .......... .......... .......... .......... .......... 77%  401M 1s
 79400K .......... .......... .......... .......... .......... 77%  339M 1s
 79450K .......... .......... .......... .......... .......... 77%  389M 1s
 79500K .......... .......... .......... .......... .......... 77%  396M 1s
 79550K .......... .......... .......... .......... .......... 77%  420M 1s
 79600K .......... .......... .......... .......... .......... 77%  368M 1s
 79650K .......... .......... .......... .......... .......... 77% 4.79M 1s
 79700K .......... .......... .......... .......... .......... 77%  127M 1s
 79750K .......... .......... .......... .......... .......... 77%  175M 1s
 79800K .......... .......... .......... .......... .......... 77%  118M 1s
 79850K .......... .......... .......... .......... .......... 78%  129M 1s
 79900K .......... .......... .......... .......... .......... 78%  141M 1s
 79950K .......... .......... .......... .......... .......... 78%  165M 1s
 80000K .......... .......... .......... .......... .......... 78%  141M 1s
 80050K .......... .......... .......... .......... .......... 78%  145M 1s
 80100K .......... .......... .......... .......... .......... 78% 3.87M 1s
 80150K .......... .......... .......... .......... .......... 78%  125M 1s
 80200K .......... .......... .......... .......... .......... 78%  227M 1s
 80250K .......... .......... .......... .......... .......... 78%  148M 1s
 80300K .......... .......... .......... .......... .......... 78%  148M 1s
 80350K .......... .......... .......... .......... .......... 78%  276M 1s
 80400K .......... .......... .......... .......... .......... 78%  339M 1s
 80450K .......... .......... .......... .......... .......... 78%  417M 1s
 80500K .......... .......... .......... .......... .......... 78%  412M 1s
 80550K .......... .......... .......... .......... .......... 78%  415M 1s
 80600K .......... .......... .......... .......... .......... 78%  351M 1s
 80650K .......... .......... .......... .......... .......... 78%  393M 1s
 80700K .......... .......... .......... .......... .......... 78%  421M 1s
 80750K .......... .......... .......... .......... .......... 78%  412M 1s
 80800K .......... .......... .......... .......... .......... 78%  355M 1s
 80850K .......... .......... .......... .......... .......... 79%  425M 1s
 80900K .......... .......... .......... .......... .......... 79%  428M 1s
 80950K .......... .......... .......... .......... .......... 79%  429M 1s
 81000K .......... .......... .......... .......... .......... 79%  371M 1s
 81050K .......... .......... .......... .......... .......... 79%  429M 1s
 81100K .......... .......... .......... .......... .......... 79%  433M 1s
 81150K .......... .......... .......... .......... .......... 79%  427M 1s
 81200K .......... .......... .......... .......... .......... 79% 28.8M 1s
 81250K .......... .......... .......... .......... .......... 79%  386M 1s
 81300K .......... .......... .......... .......... .......... 79%  431M 1s
 81350K .......... .......... .......... .......... .......... 79%  429M 1s
 81400K .......... .......... .......... .......... .......... 79%  352M 0s
 81450K .......... .......... .......... .......... .......... 79%  434M 0s
 81500K .......... .......... .......... .......... .......... 79%  447M 0s
 81550K .......... .......... .......... .......... .......... 79% 8.39M 0s
 81600K .......... .......... .......... .......... .......... 79%  129M 0s
 81650K .......... .......... .......... .......... .......... 79% 75.9M 0s
 81700K .......... .......... .......... .......... .......... 79%  146M 0s
 81750K .......... .......... .......... .......... .......... 79% 85.1M 0s
 81800K .......... .......... .......... .......... .......... 79%  163M 0s
 81850K .......... .......... .......... .......... .......... 79% 59.1M 0s
 81900K .......... .......... .......... .......... .......... 80% 28.2M 0s
 81950K .......... .......... .......... .......... .......... 80%  143M 0s
 82000K .......... .......... .......... .......... .......... 80% 59.6M 0s
 82050K .......... .......... .......... .......... .......... 80%  152M 0s
 82100K .......... .......... .......... .......... .......... 80%  161M 0s
 82150K .......... .......... .......... .......... .......... 80% 73.5M 0s
 82200K .......... .......... .......... .......... .......... 80%  161M 0s
 82250K .......... .......... .......... .......... .......... 80%  119M 0s
 82300K .......... .......... .......... .......... .......... 80%  173M 0s
 82350K .......... .......... .......... .......... .......... 80% 12.8M 0s
 82400K .......... .......... .......... .......... .......... 80% 40.9M 0s
 82450K .......... .......... .......... .......... .......... 80%  151M 0s
 82500K .......... .......... .......... .......... .......... 80% 78.5M 0s
 82550K .......... .......... .......... .......... .......... 80%  104M 0s
 82600K .......... .......... .......... .......... .......... 80%  170M 0s
 82650K .......... .......... .......... .......... .......... 80% 78.4M 0s
 82700K .......... .......... .......... .......... .......... 80%  184M 0s
 82750K .......... .......... .......... .......... .......... 80%  127M 0s
 82800K .......... .......... .......... .......... .......... 80% 6.83M 0s
 82850K .......... .......... .......... .......... .......... 80% 89.0M 0s
 82900K .......... .......... .......... .......... .......... 81%  180M 0s
 82950K .......... .......... .......... .......... .......... 81%  154M 0s
 83000K .......... .......... .......... .......... .......... 81%  134M 0s
 83050K .......... .......... .......... .......... .......... 81%  155M 0s
 83100K .......... .......... .......... .......... .......... 81% 32.3M 0s
 83150K .......... .......... .......... .......... .......... 81%  155M 0s
 83200K .......... .......... .......... .......... .......... 81%  435M 0s
 83250K .......... .......... .......... .......... .......... 81%  452M 0s
 83300K .......... .......... .......... .......... .......... 81% 4.94M 0s
 83350K .......... .......... .......... .......... .......... 81%  143M 0s
 83400K .......... .......... .......... .......... .......... 81%  248M 0s
 83450K .......... .......... .......... .......... .......... 81% 33.1M 0s
 83500K .......... .......... .......... .......... .......... 81%  142M 0s
 83550K .......... .......... .......... .......... .......... 81%  247M 0s
 83600K .......... .......... .......... .......... .......... 81% 99.1M 0s
 83650K .......... .......... .......... .......... .......... 81%  189M 0s
 83700K .......... .......... .......... .......... .......... 81%  201M 0s
 83750K .......... .......... .......... .......... .......... 81% 5.54M 0s
 83800K .......... .......... .......... .......... .......... 81% 98.9M 0s
 83850K .......... .......... .......... .......... .......... 81%  206M 0s
 83900K .......... .......... .......... .......... .......... 81%  162M 0s
 83950K .......... .......... .......... .......... .......... 82%  170M 0s
 84000K .......... .......... .......... .......... .......... 82%  146M 0s
 84050K .......... .......... .......... .......... .......... 82%  179M 0s
 84100K .......... .......... .......... .......... .......... 82%  159M 0s
 84150K .......... .......... .......... .......... .......... 82%  136M 0s
 84200K .......... .......... .......... .......... .......... 82%  146M 0s
 84250K .......... .......... .......... .......... .......... 82%  163M 0s
 84300K .......... .......... .......... .......... .......... 82%  152M 0s
 84350K .......... .......... .......... .......... .......... 82% 14.1M 0s
 84400K .......... .......... .......... .......... .......... 82%  142M 0s
 84450K .......... .......... .......... .......... .......... 82%  178M 0s
 84500K .......... .......... .......... .......... .......... 82%  150M 0s
 84550K .......... .......... .......... .......... .......... 82%  155M 0s
 84600K .......... .......... .......... .......... .......... 82%  141M 0s
 84650K .......... .......... .......... .......... .......... 82%  139M 0s
 84700K .......... .......... .......... .......... .......... 82%  148M 0s
 84750K .......... .......... .......... .......... .......... 82%  140M 0s
 84800K .......... .......... .......... .......... .......... 82%  134M 0s
 84850K .......... .......... .......... .......... .......... 82%  185M 0s
 84900K .......... .......... .......... .......... .......... 82% 5.88M 0s
 84950K .......... .......... .......... .......... .......... 83%  356M 0s
 85000K .......... .......... .......... .......... .......... 83%  342M 0s
 85050K .......... .......... .......... .......... .......... 83%  426M 0s
 85100K .......... .......... .......... .......... .......... 83%  435M 0s
 85150K .......... .......... .......... .......... .......... 83%  432M 0s
 85200K .......... .......... .......... .......... .......... 83%  367M 0s
 85250K .......... .......... .......... .......... .......... 83%  351M 0s
 85300K .......... .......... .......... .......... .......... 83%  435M 0s
 85350K .......... .......... .......... .......... .......... 83%  435M 0s
 85400K .......... .......... .......... .......... .......... 83%  372M 0s
 85450K .......... .......... .......... .......... .......... 83%  438M 0s
 85500K .......... .......... .......... .......... .......... 83%  441M 0s
 85550K .......... .......... .......... .......... .......... 83%  445M 0s
 85600K .......... .......... .......... .......... .......... 83%  387M 0s
 85650K .......... .......... .......... .......... .......... 83%  449M 0s
 85700K .......... .......... .......... .......... .......... 83% 5.50M 0s
 85750K .......... .......... .......... .......... .......... 83%  308M 0s
 85800K .......... .......... .......... .......... .......... 83%  428M 0s
 85850K .......... .......... .......... .......... .......... 83%  430M 0s
 85900K .......... .......... .......... .......... .......... 83%  432M 0s
 85950K .......... .......... .......... .......... .......... 83%  371M 0s
 86000K .......... .......... .......... .......... .......... 84%  435M 0s
 86050K .......... .......... .......... .......... .......... 84%  441M 0s
 86100K .......... .......... .......... .......... .......... 84%  445M 0s
 86150K .......... .......... .......... .......... .......... 84% 34.5M 0s
 86200K .......... .......... .......... .......... .......... 84% 11.8M 0s
 86250K .......... .......... .......... .......... .......... 84%  100M 0s
 86300K .......... .......... .......... .......... .......... 84% 96.0M 0s
 86350K .......... .......... .......... .......... .......... 84% 84.8M 0s
 86400K .......... .......... .......... .......... .......... 84%  134M 0s
 86450K .......... .......... .......... .......... .......... 84%  119M 0s
 86500K .......... .......... .......... .......... .......... 84% 73.1M 0s
 86550K .......... .......... .......... .......... .......... 84% 27.1M 0s
 86600K .......... .......... .......... .......... .......... 84%  311M 0s
 86650K .......... .......... .......... .......... .......... 84%  422M 0s
 86700K .......... .......... .......... .......... .......... 84% 6.80M 0s
 86750K .......... .......... .......... .......... .......... 84%  134M 0s
 86800K .......... .......... .......... .......... .......... 84% 76.4M 0s
 86850K .......... .......... .......... .......... .......... 84%  138M 0s
 86900K .......... .......... .......... .......... .......... 84% 79.3M 0s
 86950K .......... .......... .......... .......... .......... 84%  193M 0s
 87000K .......... .......... .......... .......... .......... 85% 95.6M 0s
 87050K .......... .......... .......... .......... .......... 85%  152M 0s
 87100K .......... .......... .......... .......... .......... 85% 24.0M 0s
 87150K .......... .......... .......... .......... .......... 85% 77.6M 0s
 87200K .......... .......... .......... .......... .......... 85%  126M 0s
 87250K .......... .......... .......... .......... .......... 85%  127M 0s
 87300K .......... .......... .......... .......... .......... 85%  157M 0s
 87350K .......... .......... .......... .......... .......... 85% 24.0M 0s
 87400K .......... .......... .......... .......... .......... 85%  124M 0s
 87450K .......... .......... .......... .......... .......... 85%  162M 0s
 87500K .......... .......... .......... .......... .......... 85%  152M 0s
 87550K .......... .......... .......... .......... .......... 85%  152M 0s
 87600K .......... .......... .......... .......... .......... 85% 22.1M 0s
 87650K .......... .......... .......... .......... .......... 85%  152M 0s
 87700K .......... .......... .......... .......... .......... 85%  191M 0s
 87750K .......... .......... .......... .......... .......... 85%  447M 0s
 87800K .......... .......... .......... .......... .......... 85%  387M 0s
 87850K .......... .......... .......... .......... .......... 85%  462M 0s
 87900K .......... .......... .......... .......... .......... 85%  456M 0s
 87950K .......... .......... .......... .......... .......... 85%  385M 0s
 88000K .......... .......... .......... .......... .......... 85% 8.49M 0s
 88050K .......... .......... .......... .......... .......... 86% 73.6M 0s
 88100K .......... .......... .......... .......... .......... 86%  161M 0s
 88150K .......... .......... .......... .......... .......... 86% 81.9M 0s
 88200K .......... .......... .......... .......... .......... 86%  137M 0s
 88250K .......... .......... .......... .......... .......... 86% 25.9M 0s
 88300K .......... .......... .......... .......... .......... 86% 91.0M 0s
 88350K .......... .......... .......... .......... .......... 86% 79.1M 0s
 88400K .......... .......... .......... .......... .......... 86%  137M 0s
 88450K .......... .......... .......... .......... .......... 86%  173M 0s
 88500K .......... .......... .......... .......... .......... 86% 9.54M 0s
 88550K .......... .......... .......... .......... .......... 86%  124M 0s
 88600K .......... .......... .......... .......... .......... 86% 69.3M 0s
 88650K .......... .......... .......... .......... .......... 86%  141M 0s
 88700K .......... .......... .......... .......... .......... 86%  147M 0s
 88750K .......... .......... .......... .......... .......... 86%  151M 0s
 88800K .......... .......... .......... .......... .......... 86% 34.2M 0s
 88850K .......... .......... .......... .......... .......... 86%  326M 0s
 88900K .......... .......... .......... .......... .......... 86%  438M 0s
 88950K .......... .......... .......... .......... .......... 86% 18.8M 0s
 89000K .......... .......... .......... .......... .......... 86%  126M 0s
 89050K .......... .......... .......... .......... .......... 87% 40.4M 0s
 89100K .......... .......... .......... .......... .......... 87%  158M 0s
 89150K .......... .......... .......... .......... .......... 87%  135M 0s
 89200K .......... .......... .......... .......... .......... 87%  160M 0s
 89250K .......... .......... .......... .......... .......... 87% 19.7M 0s
 89300K .......... .......... .......... .......... .......... 87%  141M 0s
 89350K .......... .......... .......... .......... .......... 87%  153M 0s
 89400K .......... .......... .......... .......... .......... 87%  299M 0s
 89450K .......... .......... .......... .......... .......... 87%  305M 0s
 89500K .......... .......... .......... .......... .......... 87%  457M 0s
 89550K .......... .......... .......... .......... .......... 87%  459M 0s
 89600K .......... .......... .......... .......... .......... 87%  459M 0s
 89650K .......... .......... .......... .......... .......... 87% 8.09M 0s
 89700K .......... .......... .......... .......... .......... 87% 66.4M 0s
 89750K .......... .......... .......... .......... .......... 87% 73.3M 0s
 89800K .......... .......... .......... .......... .......... 87%  137M 0s
 89850K .......... .......... .......... .......... .......... 87% 78.0M 0s
 89900K .......... .......... .......... .......... .......... 87%  153M 0s
 89950K .......... .......... .......... .......... .......... 87% 37.1M 0s
 90000K .......... .......... .......... .......... .......... 87% 53.7M 0s
 90050K .......... .......... .......... .......... .......... 87%  140M 0s
 90100K .......... .......... .......... .......... .......... 88% 65.0M 0s
 90150K .......... .......... .......... .......... .......... 88%  151M 0s
 90200K .......... .......... .......... .......... .......... 88% 23.1M 0s
 90250K .......... .......... .......... .......... .......... 88% 78.0M 0s
 90300K .......... .......... .......... .......... .......... 88% 57.6M 0s
 90350K .......... .......... .......... .......... .......... 88%  157M 0s
 90400K .......... .......... .......... .......... .......... 88%  239M 0s
 90450K .......... .......... .......... .......... .......... 88% 53.4M 0s
 90500K .......... .......... .......... .......... .......... 88%  162M 0s
 90550K .......... .......... .......... .......... .......... 88%  163M 0s
 90600K .......... .......... .......... .......... .......... 88% 33.8M 0s
 90650K .......... .......... .......... .......... .......... 88%  141M 0s
 90700K .......... .......... .......... .......... .......... 88%  146M 0s
 90750K .......... .......... .......... .......... .......... 88%  193M 0s
 90800K .......... .......... .......... .......... .......... 88%  161M 0s
 90850K .......... .......... .......... .......... .......... 88% 9.42M 0s
 90900K .......... .......... .......... .......... .......... 88%  115M 0s
 90950K .......... .......... .......... .......... .......... 88%  184M 0s
 91000K .......... .......... .......... .......... .......... 88%  150M 0s
 91050K .......... .......... .......... .......... .......... 88%  180M 0s
 91100K .......... .......... .......... .......... .......... 89% 10.7M 0s
 91150K .......... .......... .......... .......... .......... 89%  338M 0s
 91200K .......... .......... .......... .......... .......... 89%  395M 0s
 91250K .......... .......... .......... .......... .......... 89%  385M 0s
 91300K .......... .......... .......... .......... .......... 89%  452M 0s
 91350K .......... .......... .......... .......... .......... 89%  458M 0s
 91400K .......... .......... .......... .......... .......... 89% 10.5M 0s
 91450K .......... .......... .......... .......... .......... 89%  269M 0s
 91500K .......... .......... .......... .......... .......... 89%  439M 0s
 91550K .......... .......... .......... .......... .......... 89% 23.2M 0s
 91600K .......... .......... .......... .......... .......... 89%  117M 0s
 91650K .......... .......... .......... .......... .......... 89%  150M 0s
 91700K .......... .......... .......... .......... .......... 89% 33.6M 0s
 91750K .......... .......... .......... .......... .......... 89%  138M 0s
 91800K .......... .......... .......... .......... .......... 89%  363M 0s
 91850K .......... .......... .......... .......... .......... 89%  171M 0s
 91900K .......... .......... .......... .......... .......... 89%  183M 0s
 91950K .......... .......... .......... .......... .......... 89% 17.6M 0s
 92000K .......... .......... .......... .......... .......... 89%  341M 0s
 92050K .......... .......... .......... .......... .......... 89%  409M 0s
 92100K .......... .......... .......... .......... .......... 89%  455M 0s
 92150K .......... .......... .......... .......... .......... 90%  457M 0s
 92200K .......... .......... .......... .......... .......... 90% 35.0M 0s
 92250K .......... .......... .......... .......... .......... 90%  127M 0s
 92300K .......... .......... .......... .......... .......... 90% 37.1M 0s
 92350K .......... .......... .......... .......... .......... 90%  143M 0s
 92400K .......... .......... .......... .......... .......... 90%  181M 0s
 92450K .......... .......... .......... .......... .......... 90%  159M 0s
 92500K .......... .......... .......... .......... .......... 90% 10.9M 0s
 92550K .......... .......... .......... .......... .......... 90%  200M 0s
 92600K .......... .......... .......... .......... .......... 90% 11.8M 0s
 92650K .......... .......... .......... .......... .......... 90%  146M 0s
 92700K .......... .......... .......... .......... .......... 90%  384M 0s
 92750K .......... .......... .......... .......... .......... 90%  436M 0s
 92800K .......... .......... .......... .......... .......... 90%  439M 0s
 92850K .......... .......... .......... .......... .......... 90%  327M 0s
 92900K .......... .......... .......... .......... .......... 90%  440M 0s
 92950K .......... .......... .......... .......... .......... 90% 11.9M 0s
 93000K .......... .......... .......... .......... .......... 90%  147M 0s
 93050K .......... .......... .......... .......... .......... 90% 80.6M 0s
 93100K .......... .......... .......... .......... .......... 90%  142M 0s
 93150K .......... .......... .......... .......... .......... 91% 9.38M 0s
 93200K .......... .......... .......... .......... .......... 91%  135M 0s
 93250K .......... .......... .......... .......... .......... 91%  225M 0s
 93300K .......... .......... .......... .......... .......... 91%  439M 0s
 93350K .......... .......... .......... .......... .......... 91%  381M 0s
 93400K .......... .......... .......... .......... .......... 91%  439M 0s
 93450K .......... .......... .......... .......... .......... 91%  384M 0s
 93500K .......... .......... .......... .......... .......... 91%  444M 0s
 93550K .......... .......... .......... .......... .......... 91%  449M 0s
 93600K .......... .......... .......... .......... .......... 91% 27.4M 0s
 93650K .......... .......... .......... .......... .......... 91%  359M 0s
 93700K .......... .......... .......... .......... .......... 91%  448M 0s
 93750K .......... .......... .......... .......... .......... 91% 54.7M 0s
 93800K .......... .......... .......... .......... .......... 91%  173M 0s
 93850K .......... .......... .......... .......... .......... 91% 41.5M 0s
 93900K .......... .......... .......... .......... .......... 91%  139M 0s
 93950K .......... .......... .......... .......... .......... 91%  149M 0s
 94000K .......... .......... .......... .......... .......... 91% 13.4M 0s
 94050K .......... .......... .......... .......... .......... 91%  137M 0s
 94100K .......... .......... .......... .......... .......... 91% 59.2M 0s
 94150K .......... .......... .......... .......... .......... 91%  172M 0s
 94200K .......... .......... .......... .......... .......... 92%  139M 0s
 94250K .......... .......... .......... .......... .......... 92% 16.2M 0s
 94300K .......... .......... .......... .......... .......... 92%  138M 0s
 94350K .......... .......... .......... .......... .......... 92% 14.6M 0s
 94400K .......... .......... .......... .......... .......... 92%  151M 0s
 94450K .......... .......... .......... .......... .......... 92%  122M 0s
 94500K .......... .......... .......... .......... .......... 92% 40.6M 0s
 94550K .......... .......... .......... .......... .......... 92%  139M 0s
 94600K .......... .......... .......... .......... .......... 92%  150M 0s
 94650K .......... .......... .......... .......... .......... 92%  139M 0s
 94700K .......... .......... .......... .......... .......... 92%  157M 0s
 94750K .......... .......... .......... .......... .......... 92%  159M 0s
 94800K .......... .......... .......... .......... .......... 92%  149M 0s
 94850K .......... .......... .......... .......... .......... 92% 19.5M 0s
 94900K .......... .......... .......... .......... .......... 92%  142M 0s
 94950K .......... .......... .......... .......... .......... 92%  150M 0s
 95000K .......... .......... .......... .......... .......... 92%  138M 0s
 95050K .......... .......... .......... .......... .......... 92%  147M 0s
 95100K .......... .......... .......... .......... .......... 92%  151M 0s
 95150K .......... .......... .......... .......... .......... 92%  153M 0s
 95200K .......... .......... .......... .......... .......... 93%  127M 0s
 95250K .......... .......... .......... .......... .......... 93%  147M 0s
 95300K .......... .......... .......... .......... .......... 93%  258M 0s
 95350K .......... .......... .......... .......... .......... 93%  162M 0s
 95400K .......... .......... .......... .......... .......... 93% 11.4M 0s
 95450K .......... .......... .......... .......... .......... 93% 62.2M 0s
 95500K .......... .......... .......... .......... .......... 93% 12.9M 0s
 95550K .......... .......... .......... .......... .......... 93%  132M 0s
 95600K .......... .......... .......... .......... .......... 93%  135M 0s
 95650K .......... .......... .......... .......... .......... 93%  110M 0s
 95700K .......... .......... .......... .......... .......... 93% 58.9M 0s
 95750K .......... .......... .......... .......... .......... 93% 12.1M 0s
 95800K .......... .......... .......... .......... .......... 93%  135M 0s
 95850K .......... .......... .......... .......... .......... 93% 65.9M 0s
 95900K .......... .......... .......... .......... .......... 93%  137M 0s
 95950K .......... .......... .......... .......... .......... 93%  127M 0s
 96000K .......... .......... .......... .......... .......... 93%  137M 0s
 96050K .......... .......... .......... .......... .......... 93% 15.4M 0s
 96100K .......... .......... .......... .......... .......... 93%  134M 0s
 96150K .......... .......... .......... .......... .......... 93% 54.0M 0s
 96200K .......... .......... .......... .......... .......... 93%  148M 0s
 96250K .......... .......... .......... .......... .......... 94%  162M 0s
 96300K .......... .......... .......... .......... .......... 94%  153M 0s
 96350K .......... .......... .......... .......... .......... 94% 71.6M 0s
 96400K .......... .......... .......... .......... .......... 94%  157M 0s
 96450K .......... .......... .......... .......... .......... 94% 41.8M 0s
 96500K .......... .......... .......... .......... .......... 94%  137M 0s
 96550K .......... .......... .......... .......... .......... 94%  122M 0s
 96600K .......... .......... .......... .......... .......... 94%  130M 0s
 96650K .......... .......... .......... .......... .......... 94% 24.0M 0s
 96700K .......... .......... .......... .......... .......... 94%  130M 0s
 96750K .......... .......... .......... .......... .......... 94%  154M 0s
 96800K .......... .......... .......... .......... .......... 94%  141M 0s
 96850K .......... .......... .......... .......... .......... 94%  449M 0s
 96900K .......... .......... .......... .......... .......... 94%  368M 0s
 96950K .......... .......... .......... .......... .......... 94% 23.3M 0s
 97000K .......... .......... .......... .......... .......... 94% 59.0M 0s
 97050K .......... .......... .......... .......... .......... 94%  144M 0s
 97100K .......... .......... .......... .......... .......... 94% 9.89M 0s
 97150K .......... .......... .......... .......... .......... 94% 16.8M 0s
 97200K .......... .......... .......... .......... .......... 94%  120M 0s
 97250K .......... .......... .......... .......... .......... 95%  176M 0s
 97300K .......... .......... .......... .......... .......... 95%  110M 0s
 97350K .......... .......... .......... .......... .......... 95%  157M 0s
 97400K .......... .......... .......... .......... .......... 95% 25.8M 0s
 97450K .......... .......... .......... .......... .......... 95%  134M 0s
 97500K .......... .......... .......... .......... .......... 95%  157M 0s
 97550K .......... .......... .......... .......... .......... 95% 88.5M 0s
 97600K .......... .......... .......... .......... .......... 95%  149M 0s
 97650K .......... .......... .......... .......... .......... 95% 19.7M 0s
 97700K .......... .......... .......... .......... .......... 95%  136M 0s
 97750K .......... .......... .......... .......... .......... 95% 22.3M 0s
 97800K .......... .......... .......... .......... .......... 95%  158M 0s
 97850K .......... .......... .......... .......... .......... 95%  400M 0s
 97900K .......... .......... .......... .......... .......... 95%  305M 0s
 97950K .......... .......... .......... .......... .......... 95%  316M 0s
 98000K .......... .......... .......... .......... .......... 95%  446M 0s
 98050K .......... .......... .......... .......... .......... 95%  446M 0s
 98100K .......... .......... .......... .......... .......... 95%  453M 0s
 98150K .......... .......... .......... .......... .......... 95%  370M 0s
 98200K .......... .......... .......... .......... .......... 95%  454M 0s
 98250K .......... .......... .......... .......... .......... 95%  456M 0s
 98300K .......... .......... .......... .......... .......... 96% 24.6M 0s
 98350K .......... .......... .......... .......... .......... 96%  114M 0s
 98400K .......... .......... .......... .......... .......... 96%  410M 0s
 98450K .......... .......... .......... .......... .......... 96% 13.3M 0s
 98500K .......... .......... .......... .......... .......... 96% 7.73M 0s
 98550K .......... .......... .......... .......... .......... 96%  155M 0s
 98600K .......... .......... .......... .......... .......... 96%  121M 0s
 98650K .......... .......... .......... .......... .......... 96% 10.5M 0s
 98700K .......... .......... .......... .......... .......... 96%  302M 0s
 98750K .......... .......... .......... .......... .......... 96%  149M 0s
 98800K .......... .......... .......... .......... .......... 96%  166M 0s
 98850K .......... .......... .......... .......... .......... 96%  131M 0s
 98900K .......... .......... .......... .......... .......... 96%  147M 0s
 98950K .......... .......... .......... .......... .......... 96%  159M 0s
 99000K .......... .......... .......... .......... .......... 96%  171M 0s
 99050K .......... .......... .......... .......... .......... 96%  130M 0s
 99100K .......... .......... .......... .......... .......... 96%  115M 0s
 99150K .......... .......... .......... .......... .......... 96%  156M 0s
 99200K .......... .......... .......... .......... .......... 96%  183M 0s
 99250K .......... .......... .......... .......... .......... 96%  126M 0s
 99300K .......... .......... .......... .......... .......... 97% 8.28M 0s
 99350K .......... .......... .......... .......... .......... 97%  330M 0s
 99400K .......... .......... .......... .......... .......... 97%  403M 0s
 99450K .......... .......... .......... .......... .......... 97%  403M 0s
 99500K .......... .......... .......... .......... .......... 97%  336M 0s
 99550K .......... .......... .......... .......... .......... 97%  387M 0s
 99600K .......... .......... .......... .......... .......... 97%  318M 0s
 99650K .......... .......... .......... .......... .......... 97%  325M 0s
 99700K .......... .......... .......... .......... .......... 97%  357M 0s
 99750K .......... .......... .......... .......... .......... 97%  409M 0s
 99800K .......... .......... .......... .......... .......... 97%  411M 0s
 99850K .......... .......... .......... .......... .......... 97% 5.99M 0s
 99900K .......... .......... .......... .......... .......... 97% 86.3M 0s
 99950K .......... .......... .......... .......... .......... 97%  121M 0s
100000K .......... .......... .......... .......... .......... 97%  174M 0s
100050K .......... .......... .......... .......... .......... 97% 72.1M 0s
100100K .......... .......... .......... .......... .......... 97% 44.0M 0s
100150K .......... .......... .......... .......... .......... 97%  162M 0s
100200K .......... .......... .......... .......... .......... 97%  179M 0s
100250K .......... .......... .......... .......... .......... 97%  136M 0s
100300K .......... .......... .......... .......... .......... 97%  151M 0s
100350K .......... .......... .......... .......... .......... 98% 23.7M 0s
100400K .......... .......... .......... .......... .......... 98%  147M 0s
100450K .......... .......... .......... .......... .......... 98%  137M 0s
100500K .......... .......... .......... .......... .......... 98%  167M 0s
100550K .......... .......... .......... .......... .......... 98%  173M 0s
100600K .......... .......... .......... .......... .......... 98%  180M 0s
100650K .......... .......... .......... .......... .......... 98%  186M 0s
100700K .......... .......... .......... .......... .......... 98%  180M 0s
100750K .......... .......... .......... .......... .......... 98%  146M 0s
100800K .......... .......... .......... .......... .......... 98%  163M 0s
100850K .......... .......... .......... .......... .......... 98% 15.0M 0s
100900K .......... .......... .......... .......... .......... 98%  144M 0s
100950K .......... .......... .......... .......... .......... 98%  190M 0s
101000K .......... .......... .......... .......... .......... 98%  199M 0s
