--2017-05-01 22:02:37--  ftp://bks-speedtest-1.tele2.net/100MB.zip
           => ‘/dev/null’
Resolving bks-speedtest-1.tele2.net (bks-speedtest-1.tele2.net)... 90.130.74.113, 2a00:800:1010:9::2
Connecting to bks-speedtest-1.tele2.net (bks-speedtest-1.tele2.net)|90.130.74.113|:21... connected.
Logging in as anonymous ... Logged in!
==> SYST ... done.    ==> PWD ... done.
 47300K .......... .......... .......... .......... .......... 46% 96.4M 1s
 47350K .......... .......... .......... .......... .......... 46%  123M 1s
 47400K .......... .......... .......... .......... .......... 46%  100M 1s
 47450K .......... .......... .......... .......... .......... 46% 79.2M 1s
 47500K .......... .......... .......... .......... .......... 46%  162M 1s
 47550K .......... .......... .......... .......... .......... 46%  120M 1s
 47600K .......... .......... .......... .......... .......... 46% 93.0M 1s
 47650K .......... .......... .......... .......... .......... 46%  108M 1s
 47700K .......... .......... .......... .......... .......... 46%  150M 1s
 47750K .......... .......... .......... .......... .......... 46% 87.7M 1s
 47800K .......... .......... .......... .......... .......... 46%  159M 1s
 47850K .......... .......... .......... .......... .......... 46% 63.3M 1s
 47900K .......... .......... .......... .......... .......... 46%  163M 1s
 47950K .......... .......... .......... .......... .......... 46%  147M 1s
 48000K .......... .......... .......... .......... .......... 46% 97.7M 1s
 48050K .......... .......... .......... .......... .......... 46%  105M 1s
 48100K .......... .......... .......... .......... .......... 47%  158M 1s
 48150K .......... .......... .......... .......... .......... 47% 94.4M 1s
 48200K .......... .......... .......... .......... .......... 47%  114M 1s
 48250K .......... .......... .......... .......... .......... 47%  105M 1s
 48300K .......... .......... .......... .......... .......... 47%  115M 1s
 48350K .......... .......... .......... .......... .......... 47%  110M 1s
 48400K .......... .......... .......... .......... .......... 47%  106M 1s
 48450K .......... .......... .......... .......... .......... 47% 2.67M 1s
 48500K .......... .......... .......... .......... .......... 47%  112M 1s
 48550K .......... .......... .......... .......... .......... 47%  114M 1s
 48600K .......... .......... .......... .......... .......... 47%  107M 1s
 48650K .......... .......... .......... .......... .......... 47% 77.1M 1s
 48700K .......... .......... .......... .......... .......... 47%  187M 1s
 48750K .......... .......... .......... .......... .......... 47%  113M 1s
 48800K .......... .......... .......... .......... .......... 47%  102M 1s
 48850K .......... .......... .......... .......... .......... 47%  113M 1s
 48900K .......... .......... .......... .......... .......... 47%  122M 1s
 48950K .......... .......... .......... .......... .......... 47% 90.7M 1s
 49000K .......... .......... .......... .......... .......... 47%  126M 1s
 49050K .......... .......... .......... .......... .......... 47%  108M 1s
 49100K .......... .......... .......... .......... .......... 47% 92.2M 1s
 49150K .......... .......... .......... .......... .......... 48%  137M 1s
 49200K .......... .......... .......... .......... .......... 48% 98.1M 1s
 49250K .......... .......... .......... .......... .......... 48%  120M 1s
 49300K .......... .......... .......... .......... .......... 48%  110M 1s
 49350K .......... .......... .......... .......... .......... 48%  106M 1s
 49400K .......... .......... .......... .......... .......... 48%  102M 1s
 49450K .......... .......... .......... .......... .......... 48%  120M 1s
 49500K .......... .......... .......... .......... .......... 48%  105M 1s
 49550K .......... .......... .......... .......... .......... 48%  121M 1s
 49600K .......... .......... .......... .......... .......... 48% 93.7M 1s
 49650K .......... .......... .......... .......... .......... 48%  120M 1s
 49700K .......... .......... .......... .......... .......... 48%  113M 1s
 49750K .......... .......... .......... .......... .......... 48%  110M 1s
 49800K .......... .......... .......... .......... .......... 48% 5.97M 1s
 49850K .......... .......... .......... .......... .......... 48%  138M 1s
 49900K .......... .......... .......... .......... .......... 48%  104M 1s
 49950K .......... .......... .......... .......... .......... 48% 79.2M 1s
 50000K .......... .......... .......... .......... .......... 48% 99.5M 1s
 50050K .......... .......... .......... .......... .......... 48%  133M 1s
 50100K .......... .......... .......... .......... .......... 48%  136M 1s
 50150K .......... .......... .......... .......... .......... 49%  116M 1s
 50200K .......... .......... .......... .......... .......... 49% 96.8M 1s
 50250K .......... .......... .......... .......... .......... 49%  135M 1s
 50300K .......... .......... .......... .......... .......... 49%  112M 1s
 50350K .......... .......... .......... .......... .......... 49%  102M 1s
 50400K .......... .......... .......... .......... .......... 49%  101M 1s
 50450K .......... .......... .......... .......... .......... 49%  115M 1s
 50500K .......... .......... .......... .......... .......... 49%  102M 1s
 50550K .......... .......... .......... .......... .......... 49%  115M 1s
 50600K .......... .......... .......... .......... .......... 49% 92.1M 1s
 50650K .......... .......... .......... .......... .......... 49%  148M 1s
 50700K .......... .......... .......... .......... .......... 49%  114M 1s
 50750K .......... .......... .......... .......... .......... 49% 83.6M 1s
 50800K .......... .......... .......... .......... .......... 49%  144M 1s
 50850K .......... .......... .......... .......... .......... 49%  109M 1s
 50900K .......... .......... .......... .......... .......... 49% 98.0M 1s
 50950K .......... .......... .......... .......... .......... 49%  109M 1s
 51000K .......... .......... .......... .......... .......... 49%  123M 1s
 51050K .......... .......... .......... .......... .......... 49%  100M 1s
 51100K .......... .......... .......... .......... .......... 49%  127M 1s
 51150K .......... .......... .......... .......... .......... 50% 73.6M 1s
 51200K .......... .......... .......... .......... .......... 50%  177M 1s
 51250K .......... .......... .......... .......... .......... 50% 2.67M 1s
 51300K .......... .......... .......... .......... .......... 50%  118M 1s
 51350K .......... .......... .......... .......... .......... 50% 85.3M 1s
 51400K .......... .......... .......... .......... .......... 50%  146M 1s
 51450K .......... .......... .......... .......... .......... 50%  117M 1s
 51500K .......... .......... .......... .......... .......... 50% 95.9M 1s
 51550K .......... .......... .......... .......... .......... 50%  107M 1s
 51600K .......... .......... .......... .......... .......... 50%  112M 1s
 51650K .......... .......... .......... .......... .......... 50%  113M 1s
 51700K .......... .......... .......... .......... .......... 50% 94.0M 1s
 51750K .......... .......... .......... .......... .......... 50%  126M 1s
 51800K .......... .......... .......... .......... .......... 50%  114M 1s
 51850K .......... .......... .......... .......... .......... 50% 68.5M 1s
 51900K .......... .......... .......... .......... .......... 50%  252M 1s
 51950K .......... .......... .......... .......... .......... 50%  105M 1s
 52000K .......... .......... .......... .......... .......... 50%  116M 1s
 52050K .......... .......... .......... .......... .......... 50%  112M 1s
 52100K .......... .......... .......... .......... .......... 50%  114M 1s
 52150K .......... .......... .......... .......... .......... 50%  122M 1s
 52200K .......... .......... .......... .......... .......... 51% 86.4M 1s
 52250K .......... .......... .......... .......... .......... 51%  121M 1s
 52300K .......... .......... .......... .......... .......... 51%  111M 1s
 52350K .......... .......... .......... .......... .......... 51%  121M 1s
 52400K .......... .......... .......... .......... .......... 51%  102M 1s
 52450K .......... .......... .......... .......... .......... 51%  116M 1s
 52500K .......... .......... .......... .......... .......... 51%  113M 1s
 52550K .......... .......... .......... .......... .......... 51% 94.3M 1s
 52600K .......... .......... .......... .......... .......... 51% 6.51M 1s
 52650K .......... .......... .......... .......... .......... 51%  101M 1s
 52700K .......... .......... .......... .......... .......... 51%  113M 1s
 52750K .......... .......... .......... .......... .......... 51%  105M 1s
 52800K .......... .......... .......... .......... .......... 51%  111M 1s
 52850K .......... .......... .......... .......... .......... 51%  119M 1s
 52900K .......... .......... .......... .......... .......... 51%  107M 1s
 52950K .......... .......... .......... .......... .......... 51%  101M 1s
 53000K .......... .......... .......... .......... .......... 51%  126M 1s
 53050K .......... .......... .......... .......... .......... 51% 86.8M 1s
 53100K .......... .......... .......... .......... .......... 51%  142M 1s
 53150K .......... .......... .......... .......... .......... 51%  109M 1s
 53200K .......... .......... .......... .......... .......... 52% 92.7M 1s
 53250K .......... .......... .......... .......... .......... 52%  122M 1s
 53300K .......... .......... .......... .......... .......... 52%  120M 1s
 53350K .......... .......... .......... .......... .......... 52% 96.2M 1s
 53400K .......... .......... .......... .......... .......... 52%  112M 1s
 53450K .......... .......... .......... .......... .......... 52%  119M 1s
 53500K .......... .......... .......... .......... .......... 52% 99.3M 1s
 53550K .......... .......... .......... .......... .......... 52%  132M 1s
 53600K .......... .......... .......... .......... .......... 52% 95.7M 1s
 53650K .......... .......... .......... .......... .......... 52% 97.2M 1s
 53700K .......... .......... .......... .......... .......... 52%  136M 1s
 53750K .......... .......... .......... .......... .......... 52% 88.6M 1s
 53800K .......... .......... .......... .......... .......... 52%  145M 1s
 53850K .......... .......... .......... .......... .......... 52% 73.8M 1s
 53900K .......... .......... .......... .......... .......... 52%  155M 1s
 53950K .......... .......... .......... .......... .......... 52% 2.62M 1s
 54000K .......... .......... .......... .......... .......... 52% 99.8M 1s
 54050K .......... .......... .......... .......... .......... 52% 66.6M 1s
 54100K .......... .......... .......... .......... .......... 52%  157M 1s
 54150K .......... .......... .......... .......... .......... 52%  146M 1s
 54200K .......... .......... .......... .......... .......... 52% 57.5M 1s
 54250K .......... .......... .......... .......... .......... 53%  151M 1s
 54300K .......... .......... .......... .......... .......... 53% 92.4M 1s
 54350K .......... .......... .......... .......... .......... 53%  116M 1s
 54400K .......... .......... .......... .......... .......... 53%  178M 1s
 54450K .......... .......... .......... .......... .......... 53%  160M 1s
 54500K .......... .......... .......... .......... .......... 53%  108M 1s
 54550K .......... .......... .......... .......... .......... 53%  130M 1s
 54600K .......... .......... .......... .......... .......... 53%  100M 1s
 54650K .......... .......... .......... .......... .......... 53%  116M 1s
 54700K .......... .......... .......... .......... .......... 53%  101M 1s
 54750K .......... .......... .......... .......... .......... 53%  116M 1s
 54800K .......... .......... .......... .......... .......... 53%  101M 1s
 54850K .......... .......... .......... .......... .......... 53%  103M 1s
 54900K .......... .......... .......... .......... .......... 53%  124M 1s
 54950K .......... .......... .......... .......... .......... 53% 74.8M 1s
 55000K .......... .......... .......... .......... .......... 53%  167M 1s
 55050K .......... .......... .......... .......... .......... 53%  121M 1s
 55100K .......... .......... .......... .......... .......... 53% 99.4M 1s
 55150K .......... .......... .......... .......... .......... 53%  125M 1s
 55200K .......... .......... .......... .......... .......... 53%  109M 1s
 55250K .......... .......... .......... .......... .......... 54%  102M 1s
 55300K .......... .......... .......... .......... .......... 54%  108M 1s
 55350K .......... .......... .......... .......... .......... 54% 6.27M 1s
 55400K .......... .......... .......... .......... .......... 54%  153M 1s
 55450K .......... .......... .......... .......... .......... 54%  152M 1s
 55500K .......... .......... .......... .......... .......... 54%  117M 1s
 55550K .......... .......... .......... .......... .......... 54%  130M 1s
 55600K .......... .......... .......... .......... .......... 54% 97.0M 1s
 55650K .......... .......... .......... .......... .......... 54%  128M 1s
 55700K .......... .......... .......... .......... .......... 54%  102M 1s
 55750K .......... .......... .......... .......... .......... 54% 95.9M 1s
 55800K .......... .......... .......... .......... .......... 54%  134M 1s
 55850K .......... .......... .......... .......... .......... 54%  117M 1s
 55900K .......... .......... .......... .......... .......... 54% 93.2M 1s
 55950K .......... .......... .......... .......... .......... 54%  112M 1s
 56000K .......... .......... .......... .......... .......... 54%  122M 1s
 56050K .......... .......... .......... .......... .......... 54% 89.6M 1s
 56100K .......... .......... .......... .......... .......... 54%  113M 1s
 56150K .......... .......... .......... .......... .......... 54%  103M 1s
 56200K .......... .......... .......... .......... .......... 54%  120M 1s
 56250K .......... .......... .......... .......... .......... 54%  114M 1s
 56300K .......... .......... .......... .......... .......... 55%  102M 1s
 56350K .......... .......... .......... .......... .......... 55%  117M 1s
 56400K .......... .......... .......... .......... .......... 55%  107M 1s
 56450K .......... .......... .......... .......... .......... 55% 97.2M 1s
 56500K .......... .......... .......... .......... .......... 55%  129M 1s
 56550K .......... .......... .......... .......... .......... 55% 95.7M 1s
 56600K .......... .......... .......... .......... .......... 55%  136M 1s
 56650K .......... .......... .......... .......... .......... 55%  119M 1s
 56700K .......... .......... .......... .......... .......... 55% 88.1M 1s
 56750K .......... .......... .......... .......... .......... 55% 2.67M 1s
 56800K .......... .......... .......... .......... .......... 55%  102M 1s
 56850K .......... .......... .......... .......... .......... 55% 59.4M 1s
 56900K .......... .......... .......... .......... .......... 55%  125M 1s
 56950K .......... .......... .......... .......... .......... 55%  174M 1s
 57000K .......... .......... .......... .......... .......... 55%  157M 1s
 57050K .......... .......... .......... .......... .......... 55% 82.1M 1s
 57100K .......... .......... .......... .......... .......... 55%  137M 1s
 57150K .......... .......... .......... .......... .......... 55%  145M 1s
 57200K .......... .......... .......... .......... .......... 55% 86.1M 1s
 57250K .......... .......... .......... .......... .......... 55%  121M 1s
 57300K .......... .......... .......... .......... .......... 56%  126M 1s
 57350K .......... .......... .......... .......... .......... 56% 88.3M 1s
 57400K .......... .......... .......... .......... .......... 56%  144M 1s
 57450K .......... .......... .......... .......... .......... 56%  103M 1s
 57500K .......... .......... .......... .......... .......... 56% 99.3M 1s
 57550K .......... .......... .......... .......... .......... 56%  116M 1s
 57600K .......... .......... .......... .......... .......... 56%  121M 1s
 57650K .......... .......... .......... .......... .......... 56% 73.4M 1s
 57700K .......... .......... .......... .......... .......... 56%  184M 1s
 57750K .......... .......... .......... .......... .......... 56%  134M 1s
 57800K .......... .......... .......... .......... .......... 56% 94.9M 1s
 57850K .......... .......... .......... .......... .......... 56%  119M 1s
 57900K .......... .......... .......... .......... .......... 56% 87.4M 1s
 57950K .......... .......... .......... .......... .......... 56%  116M 1s
 58000K .......... .......... .......... .......... .......... 56%  138M 1s
 58050K .......... .......... .......... .......... .......... 56% 88.4M 1s
 58100K .......... .......... .......... .......... .......... 56%  120M 1s
 58150K .......... .......... .......... .......... .......... 56% 6.49M 1s
 58200K .......... .......... .......... .......... .......... 56% 96.2M 1s
 58250K .......... .......... .......... .......... .......... 56%  160M 1s
 58300K .......... .......... .......... .......... .......... 56% 95.1M 1s
 58350K .......... .......... .......... .......... .......... 57%  108M 1s
 58400K .......... .......... .......... .......... .......... 57%  110M 1s
 58450K .......... .......... .......... .......... .......... 57%  128M 1s
 58500K .......... .......... .......... .......... .......... 57% 88.4M 1s
 58550K .......... .......... .......... .......... .......... 57%  133M 1s
 58600K .......... .......... .......... .......... .......... 57%  116M 1s
 58650K .......... .......... .......... .......... .......... 57%  109M 1s
 58700K .......... .......... .......... .......... .......... 57%  112M 1s
 58750K .......... .......... .......... .......... .......... 57%  112M 1s
 58800K .......... .......... .......... .......... .......... 57%  116M 1s
 58850K .......... .......... .......... .......... .......... 57%  100M 1s
 58900K .......... .......... .......... .......... .......... 57%  106M 1s
 58950K .......... .......... .......... .......... .......... 57%  122M 1s
 59000K .......... .......... .......... .......... .......... 57% 95.4M 1s
 59050K .......... .......... .......... .......... .......... 57%  117M 1s
 59100K .......... .......... .......... .......... .......... 57%  102M 1s
 59150K .......... .......... .......... .......... .......... 57%  109M 1s
 59200K .......... .......... .......... .......... .......... 57%  117M 1s
 59250K .......... .......... .......... .......... .......... 57%  102M 1s
 59300K .......... .......... .......... .......... .......... 57%  123M 1s
 59350K .......... .......... .......... .......... .......... 58% 89.2M 1s
 59400K .......... .......... .......... .......... .......... 58% 68.7M 1s
 59450K .......... .......... .......... .......... .......... 58%  167M 1s
 59500K .......... .......... .......... .......... .......... 58%  172M 1s
 59550K .......... .......... .......... .......... .......... 58% 2.67M 1s
 59600K .......... .......... .......... .......... .......... 58% 88.5M 1s
 59650K .......... .......... .......... .......... .......... 58%  126M 1s
 59700K .......... .......... .......... .......... .......... 58%  111M 1s
 59750K .......... .......... .......... .......... .......... 58% 96.7M 1s
 59800K .......... .......... .......... .......... .......... 58%  117M 1s
 59850K .......... .......... .......... .......... .......... 58%  109M 1s
 59900K .......... .......... .......... .......... .......... 58%  114M 1s
 59950K .......... .......... .......... .......... .......... 58%  109M 1s
 60000K .......... .......... .......... .......... .......... 58%  120M 1s
 60050K .......... .......... .......... .......... .......... 58%  110M 1s
 60100K .......... .......... .......... .......... .......... 58%  107M 1s
 60150K .......... .......... .......... .......... .......... 58%  106M 1s
 60200K .......... .......... .......... .......... .......... 58%  118M 1s
 60250K .......... .......... .......... .......... .......... 58% 95.1M 1s
 60300K .......... .......... .......... .......... .......... 58%  114M 1s
 60350K .......... .......... .......... .......... .......... 58%  117M 1s
 60400K .......... .......... .......... .......... .......... 59% 97.7M 1s
 60450K .......... .......... .......... .......... .......... 59%  125M 1s
 60500K .......... .......... .......... .......... .......... 59% 99.0M 1s
 60550K .......... .......... .......... .......... .......... 59%  123M 1s
 60600K .......... .......... .......... .......... .......... 59%  100M 1s
 60650K .......... .......... .......... .......... .......... 59%  113M 1s
 60700K .......... .......... .......... .......... .......... 59%  109M 1s
 60750K .......... .......... .......... .......... .......... 59% 96.8M 1s
 60800K .......... .......... .......... .......... .......... 59%  131M 1s
 60850K .......... .......... .......... .......... .......... 59%  111M 1s
 60900K .......... .......... .......... .......... .......... 59%  105M 1s
 60950K .......... .......... .......... .......... .......... 59%  107M 1s
 61000K .......... .......... .......... .......... .......... 59% 6.49M 1s
 61050K .......... .......... .......... .......... .......... 59%  114M 1s
 61100K .......... .......... .......... .......... .......... 59%  128M 1s
 61150K .......... .......... .......... .......... .......... 59%  103M 1s
 61200K .......... .......... .......... .......... .......... 59%  112M 1s
 61250K .......... .......... .......... .......... .......... 59%  102M 1s
 61300K .......... .......... .......... .......... .......... 59%  118M 1s
 61350K .......... .......... .......... .......... .......... 59%  103M 1s
 61400K .......... .......... .......... .......... .......... 60%  105M 1s
 61450K .......... .......... .......... .......... .......... 60%  101M 1s
 61500K .......... .......... .......... .......... .......... 60%  128M 1s
 61550K .......... .......... .......... .......... .......... 60%  107M 1s
 61600K .......... .......... .......... .......... .......... 60% 70.6M 1s
 61650K .......... .......... .......... .......... .......... 60%  150M 1s
 61700K .......... .......... .......... .......... .......... 60%  154M 1s
 61750K .......... .......... .......... .......... .......... 60%  101M 1s
 61800K .......... .......... .......... .......... .......... 60%  127M 1s
 61850K .......... .......... .......... .......... .......... 60%  107M 1s
 61900K .......... .......... .......... .......... .......... 60%  103M 1s
 61950K .......... .......... .......... .......... .......... 60%  112M 1s
 62000K .......... .......... .......... .......... .......... 60%  124M 1s
 62050K .......... .......... .......... .......... .......... 60% 96.1M 1s
 62100K .......... .......... .......... .......... .......... 60%  115M 1s
 62150K .......... .......... .......... .......... .......... 60% 96.8M 1s
 62200K .......... .......... .......... .......... .......... 60%  121M 1s
 62250K .......... .......... .......... .......... .......... 60%  119M 1s
 62300K .......... .......... .......... .......... .......... 60% 91.9M 1s
 62350K .......... .......... .......... .......... .......... 60% 2.66M 1s
 62400K .......... .......... .......... .......... .......... 60% 98.1M 1s
 62450K .......... .......... .......... .......... .......... 61%  115M 1s
 62500K .......... .......... .......... .......... .......... 61%  103M 1s
 62550K .......... .......... .......... .......... .......... 61%  135M 1s
 62600K .......... .......... .......... .......... .......... 61%  110M 1s
 62650K .......... .......... .......... .......... .......... 61%  118M 1s
 62700K .......... .......... .......... .......... .......... 61% 88.2M 1s
 62750K .......... .......... .......... .......... .......... 61%  119M 1s
 62800K .......... .......... .......... .......... .......... 61%  126M 1s
 62850K .......... .......... .......... .......... .......... 61% 96.8M 1s
 62900K .......... .......... .......... .......... .......... 61%  114M 1s
 62950K .......... .......... .......... .......... .......... 61%  116M 1s
 63000K .......... .......... .......... .......... .......... 61% 98.6M 1s
 63050K .......... .......... .......... .......... .......... 61%  107M 1s
 63100K .......... .......... .......... .......... .......... 61% 95.2M 1s
 63150K .......... .......... .......... .......... .......... 61%  144M 1s
 63200K .......... .......... .......... .......... .......... 61%  117M 1s
 63250K .......... .......... .......... .......... .......... 61% 86.9M 1s
 63300K .......... .......... .......... .......... .......... 61%  142M 1s
 63350K .......... .......... .......... .......... .......... 61%  115M 1s
 63400K .......... .......... .......... .......... .......... 61% 96.7M 1s
 63450K .......... .......... .......... .......... .......... 62%  124M 1s
 63500K .......... .......... .......... .......... .......... 62%  102M 1s
 63550K .......... .......... .......... .......... .......... 62%  114M 1s
 63600K .......... .......... .......... .......... .......... 62%  103M 1s
 63650K .......... .......... .......... .......... .......... 62%  124M 1s
 63700K .......... .......... .......... .......... .......... 62% 6.47M 1s
 63750K .......... .......... .......... .......... .......... 62% 98.9M 1s
 63800K .......... .......... .......... .......... .......... 62%  117M 1s
 63850K .......... .......... .......... .......... .......... 62%  116M 1s
 63900K .......... .......... .......... .......... .......... 62%  106M 1s
 63950K .......... .......... .......... .......... .......... 62%  123M 1s
 64000K .......... .......... .......... .......... .......... 62% 87.3M 1s
 64050K .......... .......... .......... .......... .......... 62%  126M 1s
 64100K .......... .......... .......... .......... .......... 62%  129M 1s
 64150K .......... .......... .......... .......... .......... 62% 90.6M 1s
 64200K .......... .......... .......... .......... .......... 62%  120M 1s
 64250K .......... .......... .......... .......... .......... 62%  121M 1s
 64300K .......... .......... .......... .......... .......... 62% 98.0M 1s
 64350K .......... .......... .......... .......... .......... 62%  124M 1s
 64400K .......... .......... .......... .......... .......... 62%  105M 1s
 64450K .......... .......... .......... .......... .......... 62% 97.9M 1s
 64500K .......... .......... .......... .......... .......... 63%  119M 1s
 64550K .......... .......... .......... .......... .......... 63%  104M 1s
 64600K .......... .......... .......... .......... .......... 63%  108M 1s
 64650K .......... .......... .......... .......... .......... 63%  115M 1s
 64700K .......... .......... .......... .......... .......... 63% 93.7M 1s
 64750K .......... .......... .......... .......... .......... 63%  129M 1s
 64800K .......... .......... .......... .......... .......... 63% 77.9M 1s
 64850K .......... .......... .......... .......... .......... 63%  157M 1s
 64900K .......... .......... .......... .......... .......... 63%  116M 1s
 64950K .......... .......... .......... .......... .......... 63%  114M 1s
 65000K .......... .......... .......... .......... .......... 63%  110M 1s
 65050K .......... .......... .......... .......... .......... 63% 97.4M 1s
 65100K .......... .......... .......... .......... .......... 63% 2.65M 1s
 65150K .......... .......... .......... .......... .......... 63%  104M 1s
 65200K .......... .......... .......... .......... .......... 63%  113M 1s
 65250K .......... .......... .......... .......... .......... 63% 92.4M 1s
 65300K .......... .......... .......... .......... .......... 63%  128M 1s
 65350K .......... .......... .......... .......... .......... 63%  121M 1s
 65400K .......... .......... .......... .......... .......... 63%  103M 1s
 65450K .......... .......... .......... .......... .......... 63%  113M 1s
 65500K .......... .......... .......... .......... .......... 64%  106M 1s
 65550K .......... .......... .......... .......... .......... 64%  118M 1s
 65600K .......... .......... .......... .......... .......... 64%  119M 1s
 65650K .......... .......... .......... .......... .......... 64% 99.2M 1s
 65700K .......... .......... .......... .......... .......... 64% 93.3M 1s
 65750K .......... .......... .......... .......... .......... 64%  118M 1s
 65800K .......... .......... .......... .......... .......... 64%  136M 1s
 65850K .......... .......... .......... .......... .......... 64% 88.6M 1s
 65900K .......... .......... .......... .......... .......... 64%  112M 1s
 65950K .......... .......... .......... .......... .......... 64%  117M 1s
 66000K .......... .......... .......... .......... .......... 64%  104M 1s
 66050K .......... .......... .......... .......... .......... 64%  124M 1s
 66100K .......... .......... .......... .......... .......... 64%  109M 1s
 66150K .......... .......... .......... .......... .......... 64% 98.6M 1s
 66200K .......... .......... .......... .......... .......... 64%  109M 1s
 66250K .......... .......... .......... .......... .......... 64%  123M 1s
 66300K .......... .......... .......... .......... .......... 64%  106M 1s
 66350K .......... .......... .......... .......... .......... 64% 97.0M 1s
 66400K .......... .......... .......... .......... .......... 64%  118M 1s
 66450K .......... .......... .......... .......... .......... 64%  114M 1s
 66500K .......... .......... .......... .......... .......... 64% 6.61M 1s
 66550K .......... .......... .......... .......... .......... 65% 87.5M 1s
 66600K .......... .......... .......... .......... .......... 65%  105M 1s
 66650K .......... .......... .......... .......... .......... 65% 98.5M 1s
 66700K .......... .......... .......... .......... .......... 65%  107M 1s
 66750K .......... .......... .......... .......... .......... 65%  132M 1s
 66800K .......... .......... .......... .......... .......... 65%  110M 1s
 66850K .......... .......... .......... .......... .......... 65%  122M 1s
 66900K .......... .......... .......... .......... .......... 65%  111M 1s
 66950K .......... .......... .......... .......... .......... 65%  102M 1s
 67000K .......... .......... .......... .......... .......... 65%  119M 1s
 67050K .......... .......... .......... .......... .......... 65%  107M 1s
 67100K .......... .......... .......... .......... .......... 65%  128M 1s
 67150K .......... .......... .......... .......... .......... 65% 88.4M 1s
 67200K .......... .......... .......... .......... .......... 65%  142M 1s
 67250K .......... .......... .......... .......... .......... 65% 86.9M 1s
 67300K .......... .......... .......... .......... .......... 65%  134M 1s
 67350K .......... .......... .......... .......... .......... 65%  109M 1s
 67400K .......... .......... .......... .......... .......... 65%  120M 1s
 67450K .......... .......... .......... .......... .......... 65% 98.9M 1s
 67500K .......... .......... .......... .......... .......... 65% 72.0M 1s
 67550K .......... .......... .......... .......... .......... 66%  162M 1s
 67600K .......... .......... .......... .......... .......... 66%  142M 1s
 67650K .......... .......... .......... .......... .......... 66% 77.7M 1s
 67700K .......... .......... .......... .......... .......... 66%  166M 1s
 67750K .......... .......... .......... .......... .......... 66%  116M 1s
 67800K .......... .......... .......... .......... .......... 66% 89.5M 1s
 67850K .......... .......... .......... .......... .......... 66%  133M 1s
 67900K .......... .......... .......... .......... .......... 66% 2.63M 1s
 67950K .......... .......... .......... .......... .......... 66% 89.2M 1s
 68000K .......... .......... .......... .......... .......... 66% 66.9M 1s
 68050K .......... .......... .......... .......... .......... 66%  166M 1s
 68100K .......... .......... .......... .......... .......... 66%  151M 1s
 68150K .......... .......... .......... .......... .......... 66%  160M 1s
 68200K .......... .......... .......... .......... .......... 66%  129M 1s
 68250K .......... .......... .......... .......... .......... 66% 86.4M 1s
 68300K .......... .......... .......... .......... .......... 66%  138M 1s
 68350K .......... .......... .......... .......... .......... 66%  104M 1s
 68400K .......... .......... .......... .......... .......... 66%  128M 1s
 68450K .......... .......... .......... .......... .......... 66% 94.9M 1s
 68500K .......... .......... .......... .......... .......... 66%  127M 1s
 68550K .......... .......... .......... .......... .......... 66%  114M 1s
 68600K .......... .......... .......... .......... .......... 67%  104M 1s
 68650K .......... .......... .......... .......... .......... 67%  114M 1s
 68700K .......... .......... .......... .......... .......... 67% 94.6M 1s
 68750K .......... .......... .......... .......... .......... 67%  122M 1s
 68800K .......... .......... .......... .......... .......... 67% 87.5M 1s
 68850K .......... .......... .......... .......... .......... 67%  138M 1s
 68900K .......... .......... .......... .......... .......... 67%  102M 1s
 68950K .......... .......... .......... .......... .......... 67%  120M 1s
 69000K .......... .......... .......... .......... .......... 67%  109M 1s
 69050K .......... .......... .......... .......... .......... 67%  102M 1s
 69100K .......... .......... .......... .......... .......... 67% 99.5M 1s
 69150K .......... .......... .......... .......... .......... 67%  142M 1s
 69200K .......... .......... .......... .......... .......... 67%  100M 1s
 69250K .......... .......... .......... .......... .......... 67% 89.8M 1s
 69300K .......... .......... .......... .......... .......... 67% 6.62M 1s
 69350K .......... .......... .......... .......... .......... 67%  105M 1s
 69400K .......... .......... .......... .......... .......... 67%  107M 1s
 69450K .......... .......... .......... .......... .......... 67% 42.1M 1s
 69500K .......... .......... .......... .......... .......... 67%  112M 1s
 69550K .......... .......... .......... .......... .......... 67%  219M 1s
 69600K .......... .......... .......... .......... .......... 68%  122M 1s
 69650K .......... .......... .......... .......... .......... 68%  165M 1s
 69700K .......... .......... .......... .......... .......... 68%  173M 1s
 69750K .......... .......... .......... .......... .......... 68%  125M 1s
 69800K .......... .......... .......... .......... .......... 68%  102M 1s
 69850K .......... .......... .......... .......... .......... 68%  121M 1s
 69900K .......... .......... .......... .......... .......... 68%  114M 1s
 69950K .......... .......... .......... .......... .......... 68% 92.4M 1s
 70000K .......... .......... .......... .......... .......... 68%  130M 1s
 70050K .......... .......... .......... .......... .......... 68% 85.1M 1s
 70100K .......... .......... .......... .......... .......... 68%  136M 1s
 70150K .......... .......... .......... .......... .......... 68%  125M 1s
 70200K .......... .......... .......... .......... .......... 68% 98.9M 1s
 70250K .......... .......... .......... .......... .......... 68% 99.9M 1s
 70300K .......... .......... .......... .......... .......... 68%  136M 1s
 70350K .......... .......... .......... .......... .......... 68%  102M 1s
 70400K .......... .......... .......... .......... .......... 68%  111M 1s
 70450K .......... .......... .......... .......... .......... 68%  118M 1s
 70500K .......... .......... .......... .......... .......... 68% 84.3M 1s
 70550K .......... .......... .......... .......... .......... 68%  128M 1s
